target,tar_desc
159/1037138207,"A yellow cup filled with coffee is placed on a round yellow saucer, resting on a wooden tray, with a small silver spoon next to it, surrounded by lush green foliage."
15/5692949,"A wild boar with a shaggy brown coat walks through a snowy forest, surrounded by tall trees and a blanket of white snow."
40/15194212,"A woman wearing a white lace dress adorned with pearls and a delicate diadem, holding strands of pearls in her hands."
16/6050060,A woman standing behind a glass cabinet filled with various types of glassware.
162/1038694784,"A woman is resting on a wooden bench by a lake, leaning back comfortably with her eyes closed."
140/1028113793,"The word 'PEOPLE' is displayed in bold, outlined font against a city backdrop with buildings and streets."
47/17952520,Street lights illuminate a dark background with warm red and orange hues.
130/1023632290,A healthcare professional wearing black protective gloves is applying a needle to a person's bent knee.
14/5389316,"A wedding bouquet featuring pink roses and yellow snapdragons, elegantly arranged with lush greenery."
14/5535746,Two pork chops are actively grilling on a barbecue grill.
144/1029594650,A man in a suit is making a video chat on a laptop while sitting on a sofa.
87/34468612,"A man stands on a sandy beach, facing the ocean, wearing a loose white shirt."
69/26871289,A piece of paper with the word 'Research' printed on it is falling while partially engulfed in flames.
19/6957289,"The image now includes a molecular structure of cholesterol alongside the caffeine molecule, with both represented in three-dimensional models using colored spheres for different atoms."
116/1017737866,"A sunset over the sea, with the sun setting on the horizon, casting warm orange and yellow hues across the sky, and the water reflecting the colors of the sunset."
145/1030263524,"A silhouette of a man standing by a large window with arms raised, facing a city skyline at sunset."
116/1017582574,"A woman sits on a large rock in a forest, surrounded by trees and greenery."
36/13742654,Clothing items are neatly arranged inside a cupboard.
84/33078880,"A man is kneeling beside a campfire, cooking sausages on a grill made from sticks."
37/14205665,"A tranquil body of water with gentle ripples, suggesting a calming treatment environment."
62/24338156,"A lively party scene under the northern lights, with people dancing and colorful decorations."
40/15413374,A woman sitting on the floor is using a tablet surrounded by cardboard boxes.
36/13593056,"A woman sitting at a wooden table, using a tablet, with a laptop, a cup of coffee, and a small green plant nearby."
76/29728837,The man is holding a saw while working at a wooden table next to a blue electric sander and a black sharpening tool.
111/1015654324,A young girl jogging on a paved path in a park-like setting.
14/5426894,"A man is standing on the bow of a sailboat, facing forward with a serene expression against a backdrop of calm sea and blue sky."
128/1022864431,Hands are playing an electronic piano.
72/28419310,A branch of a lemon tree with several yellow lemons hanging among lush green leaves.
105/1013316014,A boy in a red outfit is being thrown into the air by an adult man wearing a striped sweater.
106/1013732060,"The image shows the head of a stallion with a flowing mane and a strong, elongated face, set against a background of lush green trees."
71/27893986,A father holding a child on a beach during sunset.
24/9181394,A single ripe banana.
68/26796259,"A dense forest filled with tall conifer trees and lush green undergrowth, featuring a large cut tree trunk on the ground."
66/25743971,"A close-up view of hands partially submerged in clear blue water, creating ripples."
8/3397625,A woman is typing on a laptop computer.
37/13918130,"A man seated at a table in a well-lit room, wearing a dark sleeveless outfit and gesturing with his right hand."
75/29630386,A woman is checking her smartwatch while standing outdoors in a city.
12/4769906,"A deer with a brown coat stands against a black background, its head turned slightly to the side."
77/30255157,An orange being sliced on a wooden cutting board.
7/3199153,A white toilet bowl is positioned against a plain white wall.
46/17722630,A cluster of lilac cherry blossom flowers blooming on a branch against a clear blue sky.
118/1018596772,A close-up view of cannabis oil in a small glass bottle.
11/4351823,A white horse is eating grass in a grassy area dotted with wildflowers.
30/11179457,"A scoop filled with granulated sugar, showcasing the white crystalline texture."
145/1030106855,The image shows a clear blue sky with fluffy white clouds and mountains in the upper left corner.
14/5332256,"A glass of layered drink with a frothy top is placed on a light blue napkin, accompanied by two fresh raspberries."
110/1015321711,"A straight road disappears into thick fog during a sunset, with warm hues of orange and pink illuminating the scene."
114/1016709358,"A yellow dress with a ruffled hem, featuring intricate cut-out floral patterns, displayed on a mannequin in a shop window."
127/1022510542,Snowflakes are gently falling among the snow-covered branches of trees in a winter scene.
10/4180169,"A tree is growing in a river, with its roots submerged in the water."
141/1028409347,"A large number of purple tennis balls piled together, featuring white curved lines."
89/1006808209,"A man standing outdoors in an urban setting, holding a smartphone and looking at the screen."
29/10807292,"The hair is styled in a longer, softer, and more feminine manner with light brown and blonde highlights."
28/10447721,A close-up of a woman's head with curly hair while driving a car.
69/26882965,"A vibrant lily flower with broad, open petals in shades of pink, surrounded by green leaves."
85/33735313,A white cup containing a hot beverage is held by a man sitting at a table in a cozy café.
34/12936410,"Two women engaged in a sword fight on a stage, one in a white shirt and dark pants, the other in a dark outfit, both wearing gloves."
19/7004902,A sandy beach with a clear body of water.
21/7877164,A bowl filled with chocolate chip cookies.
13/5141330,"A man is performing crunches on the grass while a woman stands nearby, observing him."
