target,tar_desc,enriched_desc
37/13986764,A meadow filled with grass and other wildflowers bathed in golden sunlight.,"[""A meadow transformed into grassy fields"", ""Golden sunlight illuminates a grassy meadow"", ""Wildflowers and grass bathed in sunlight"", ""A serene meadow filled with grass and flowers"", ""Grass replaces dandelions in the meadow"", ""Golden sunlight highlights a grassy landscape"", ""A meadow with grass and wildflowers in sunlight"", ""Transforming dandelions into lush grass"", ""A meadow scene with grass and wildflowers"", ""Golden sunlight on a grassy meadow with flowers""]"
196/1062506389,A cowboy character holding dumbbells in a playful manner.,"[""Cowboy with dumbbells in playful pose"", ""Playful cowboy lifting weights"", ""Dumbbell-lifting cowboy in silhouette"", ""Silhouette of cowboy with dumbbells"", ""Cowboy holding dumbbells in fun manner"", ""Playful cowboy with weightlifting props"", ""Cowboy silhouette with dumbbells"", ""Silhouette of cowboy lifting weights"", ""Cowboy in playful pose with dumbbells"", ""Cowboy with dumbbells in playful stance""]"
34/12665768,"The video depicts a close-up of a mechanical device engaged in machining a cylindrical metal component, with a vintage, nostalgic appearance due to reduced brightness, desaturated colors, and added graininess.","[""Vintage machine operating on metal part"", ""Nostalgic gear engaged in machining"", ""Old-fashioned tool working on metal"", ""Mechanical device with vintage look"", ""Metal part being machined with old style"", ""Nostalgic scene of metalworking"", ""Machine with retro appearance working"", ""Vintage tool processing metal part"", ""Mechanical device with old-fashioned feel"", ""Metal component being machined with old method""]"
86/33830668,"The black sedan begins to drive forward, leaving the snowy road behind and moving towards a clearer path.","[""Black sedan drives off snowy road"", ""Car leaves icy path behind"", ""Sedan moves away from snow-covered street"", ""Vehicle transitions from ice to clear road"", ""Black sedan departs snowy landscape"", ""Car exits icy terrain"", ""Sedan drives away from snow"", ""Vehicle moves from ice to open road"", ""Black sedan leaves snowy path"", ""Car transitions from ice to clear road""]"
29/10691675,A child smells a wildflower in a garden setting.,"[""Girl smells a wildflower in the garden"", ""Child holds a wildflower near her face"", ""Wildflower scent captured by the girl"", ""Garden scene with girl smelling flower"", ""Child's hand gently touches a wildflower"", ""Wildflower aroma fills the air around the girl"", ""Girl's hand brings a wildflower close"", ""Garden setting with girl smelling flower"", ""Wildflower brings a sweet fragrance to the garden"", ""Girl's hand explores the scent of a wildflower""]"
0/96100,Moody clouds with darker tones and increased contrast against a clear blue sky.,"[""Dramatic clouds over a clear blue sky"", ""Moody skies with dark clouds"", ""Clouds with increased contrast against blue sky"", ""Darker clouds with enhanced contrast"", ""Cloudy sky with moody tones"", ""Dramatic clouds in a clear sky"", ""Moody clouds with darker hues"", ""Clouds with increased contrast in blue sky"", ""Dramatic clouds against a blue sky"", ""Dark clouds with enhanced contrast""]"
43/16380667,"The couple is walking through the park, holding hands and smiling at each other.","[""Couple strolls hand-in-hand in the park"", ""Smiling couple walks through the park"", ""Walking couple enjoys the park scenery"", ""Hand-in-hand stroll in the park"", ""Happy couple takes a walk in the park"", ""Park walk with couple holding hands"", ""Couple smiles as they walk in the park"", ""Walking couple in the park with trees"", ""Couple enjoys a leisurely walk in the park"", ""Hand-in-hand walk through the park""]"
89/35067466,A meadow with lush green grass and yellow buttercups under a partly cloudy sky.,"[""A meadow with yellow buttercups and green grass"", ""Lush meadow scene with clouds above"", ""Meadow with buttercups and partly cloudy sky"", ""Green grass and yellow flowers in a meadow"", ""Partly cloudy sky over a meadow with buttercups"", ""Yellow buttercups and green grass in a meadow"", ""Meadow with yellow flowers and cloudy sky"", ""Cloudy sky above a meadow with buttercups"", ""A meadow with buttercups and green grass under clouds"", ""Yellow buttercups and green grass in a partly cloudy meadow""]"
184/1053252974,"A man sitting on a gray couch in a living room, holding a smartphone and engaging in a conversation. He is wearing a green shirt and has long red hair. The background includes a white wall, a black cabinet, and a blue cushion on the couch. The man is smiling and talking on the phone, occasionally looking at his phone screen.","[""Man replaces woman on couch"", ""Woman changes to man on couch"", ""Person switches from woman to man"", ""Female figure becomes male on couch"", ""Woman replaced by man on couch"", ""Transition from woman to man on couch"", ""Woman's role changed to man on couch"", ""Woman replaced by man in living room"", ""Woman's place taken by man on couch"", ""Woman's figure transformed into man on couch""]"
43/16594468,"The man's facial expression changes to one that conveys laughter, with his eyes crinkling and his mouth opening in a smile.","[""Man's face shows laughter with crinkled eyes"", ""Facial expression shifts to a joyful smile"", ""Eyes crinkle, mouth opens in a cheerful grin"", ""Man's face transforms into a laughing expression"", ""Laughing expression with crinkled eyes and open mouth"", ""Facial change to convey genuine laughter"", ""Man's face expresses happiness with a smile"", ""Crinkled eyes and open mouth indicate laughter"", ""Joyful expression with eyes crinkling and mouth smiling"", ""Man's face changes to a laughing expression""]"
134/1025623334,A hand holding a bottle of water and pouring it into a glass against a green background.,"[""Pouring water into a glass on a green background"", ""Hand holding a bottle of water against green backdrop"", ""Water being poured from a bottle into a glass"", ""Green background with a hand pouring water"", ""Bottle of water being poured into a glass"", ""Water being poured from a bottle onto a glass"", ""Hand holding a bottle of water on green background"", ""Pouring water from a bottle into a glass"", ""Green backdrop with water being poured"", ""Water being poured into a glass by hand""]"
0/295531,"Tourists are seen walking along the path near the pond, adding a dynamic element to the serene scene of the Lincoln Memorial.","[""Tourists stroll by the pond near the Lincoln Memorial"", ""People walk on the path near the Lincoln Memorial"", ""Dynamic tourists near the Lincoln Memorial"", ""Tourists add life to the Lincoln Memorial scene"", ""Lincoln Memorial with tourists in the foreground"", ""Tourists near the Lincoln Memorial on a path"", ""The Lincoln Memorial with tourists in the foreground"", ""Tourists walking near the Lincoln Memorial"", ""Tourists near the Lincoln Memorial on a scenic path"", ""Tourists add movement to the Lincoln Memorial setting""]"
59/22971958,"A bee is seen flying around the sunflowers, interacting with them and adding a dynamic element to the tranquil sunflower field.","[""A bee flutters among sunflowers in the field"", ""Dynamic bee interacts with sunflowers in the field"", ""Bee adds life to the tranquil sunflower field"", ""Sunflowers and a bee create a lively scene"", ""A bee dances around sunflowers in the field"", ""The bee's flight enhances the peaceful sunflower field"", ""A bee's presence brings movement to the sunflower field"", ""The bee's activity adds vibrancy to the sunflower field"", ""A bee's flight around sunflowers in the field"", ""The bee's interaction with sunflowers in the field""]"
85/33560377,The 'Restart' button is changed to 'Start'.,"[""Cursor clicks on Start button"", ""Restart button changes to Start button"", ""Computer screen displays Start button"", ""Cursor hovers over Start button"", ""Start button replaces Restart button"", ""Cursor selects Start button"", ""Restart button transformed into Start button"", ""Cursor moves to Start button"", ""Start button appears instead of Restart"", ""Cursor activates Start button""]"
59/23186836,"Shrimp are being fried in a wok, turning golden brown as they cook in hot oil.","[""Shrimp frying in a wok with golden-brown color"", ""Cooking shrimp in hot oil until golden"", ""Golden shrimp frying in a wok"", ""Shrimp turning golden brown in hot oil"", ""Frying shrimp in a wok with oil"", ""Shrimp cooking in a wok with oil"", ""Golden shrimp frying in hot oil"", ""Wok filled with shrimp cooking in oil"", ""Shrimp turning golden in a wok"", ""Hot oil frying shrimp to golden brown""]"
4/2100143,"The man blows, pursing his lips and moving his head slightly.","[""Woman blows, pursing her lips"", ""Blowing action captured on camera"", ""Head movement during blowing"", ""Lips pursed for blowing motion"", ""Woman's head tilts slightly"", ""Blowing gesture shown clearly"", ""Lips form a pursed shape"", ""Blowing motion depicted"", ""Woman's head moves subtly"", ""Blowing action in detail""]"
